draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
242,4278.474,0.94,0.563,2.0,3.0,0.0,-4278.281,4.284,-0.249
243,4279.419,0.986,0.567,2.0,3.0,0.0,-4279.06,4.286,-0.317
244,4278.038,0.989,0.562,3.0,7.0,0.0,-4277.627,4.303,-0.375
245,4278.997,0.885,0.396,2.0,5.0,0.0,-4277.773,4.228,-0.255
246,4279.49,0.946,0.563,2.0,3.0,0.0,-4278.374,4.268,-0.299
247,4278.529,0.895,0.567,2.0,7.0,0.0,-4277.216,4.33,-0.334
248,4278.839,1.0,0.562,2.0,3.0,0.0,-4277.987,4.296,-0.35
249,4279.07,1.0,0.396,1.0,1.0,0.0,-4278.994,4.23,-0.251
250,4278.596,0.947,0.563,3.0,7.0,0.0,-4276.576,4.319,-0.363
251,4279.263,0.999,0.567,3.0,7.0,0.0,-4278.045,4.297,-0.295
252,4279.36,1.0,0.562,2.0,7.0,0.0,-4278.741,4.289,-0.288
253,4278.773,0.997,0.396,4.0,15.0,0.0,-4278.547,4.311,-0.356
254,4279.492,1.0,0.563,2.0,7.0,0.0,-4278.38,4.288,-0.301
255,4279.446,0.995,0.567,1.0,3.0,0.0,-4279.222,4.29,-0.315
256,4279.282,0.99,0.562,2.0,5.0,0.0,-4279.055,4.24,-0.263
257,4278.442,0.979,0.396,2.0,3.0,0.0,-4278.316,4.316,-0.369
258,4279.168,0.921,0.563,2.0,7.0,0.0,-4278.172,4.273,-0.257
259,4278.999,0.793,0.567,2.0,3.0,0.0,-4278.0,4.315,-0.324
260,4279.198,0.996,0.562,1.0,3.0,0.0,-4279.031,4.237,-0.242
261,4278.611,0.998,0.396,3.0,7.0,0.0,-4278.361,4.324,-0.36
262,4279.13,1.0,0.563,3.0,7.0,0.0,-4279.098,4.242,-0.281
263,4279.335,0.996,0.567,2.0,5.0,0.0,-4278.618,4.298,-0.303
264,4279.219,0.709,0.562,3.0,7.0,0.0,-4277.475,4.278,-0.265
265,4279.116,0.769,0.396,4.0,15.0,0.0,-4272.952,4.235,-0.237
266,4279.52,0.989,0.563,2.0,3.0,0.0,-4279.096,4.262,-0.269
267,4279.043,0.877,0.567,2.0,7.0,0.0,-4278.482,4.266,-0.318
268,4279.107,1.0,0.562,2.0,7.0,0.0,-4279.046,4.279,-0.329
269,4279.178,0.968,0.396,3.0,7.0,0.0,-4278.697,4.255,-0.299
270,4279.308,0.994,0.563,2.0,7.0,0.0,-4279.165,4.297,-0.327
271,4277.806,0.706,0.567,1.0,1.0,0.0,-4277.765,4.258,-0.339
272,4278.854,0.982,0.562,1.0,3.0,0.0,-4277.823,4.309,-0.353
273,4279.555,1.0,0.396,2.0,7.0,0.0,-4279.108,4.279,-0.298
274,4277.992,0.883,0.563,2.0,7.0,0.0,-4277.593,4.327,-0.384
275,4278.59,0.972,0.567,2.0,5.0,0.0,-4277.044,4.329,-0.342
276,4278.507,0.835,0.562,1.0,3.0,0.0,-4277.69,4.278,-0.346
277,4279.424,0.995,0.396,3.0,11.0,0.0,-4279.314,4.249,-0.26
278,4277.037,0.84,0.563,2.0,3.0,0.0,-4276.481,4.355,-0.336
279,4279.048,1.0,0.567,2.0,3.0,0.0,-4278.484,4.299,-0.343
280,4278.996,0.735,0.562,2.0,3.0,0.0,-4276.072,4.253,-0.304
281,4279.076,0.912,0.396,2.0,3.0,0.0,-4278.555,4.254,-0.238
282,4278.148,1.0,0.563,2.0,3.0,0.0,-4277.169,4.338,-0.371
283,4278.995,0.898,0.567,2.0,3.0,0.0,-4278.622,4.312,-0.313
284,4278.967,0.995,0.562,2.0,7.0,0.0,-4278.751,4.303,-0.29
285,4277.587,0.894,0.396,3.0,7.0,0.0,-4276.833,4.315,-0.391
286,4276.941,0.961,0.563,2.0,3.0,0.0,-4276.915,4.359,-0.405
287,4278.761,0.935,0.567,2.0,7.0,0.0,-4278.055,4.247,-0.303
288,4278.813,0.998,0.562,3.0,7.0,0.0,-4278.484,4.312,-0.301
289,4277.594,1.0,0.396,2.0,3.0,0.0,-4277.398,4.321,-0.394
290,4277.419,0.705,0.563,2.0,7.0,0.0,-4274.878,4.303,-0.388
291,4278.509,0.978,0.567,2.0,3.0,0.0,-4278.309,4.242,-0.303
292,4278.381,0.887,0.562,1.0,1.0,0.0,-4278.261,4.32,-0.3
293,4278.095,0.993,0.396,4.0,15.0,0.0,-4275.14,4.33,-0.381
294,4278.832,0.895,0.563,2.0,3.0,0.0,-4276.658,4.316,-0.352
295,4278.161,0.967,0.567,2.0,3.0,0.0,-4278.057,4.307,-0.272
296,4277.827,0.886,0.562,2.0,7.0,0.0,-4276.314,4.301,-0.257
297,4279.432,1.0,0.396,3.0,11.0,0.0,-4277.745,4.268,-0.265
298,4277.79,0.93,0.563,2.0,7.0,0.0,-4275.995,4.203,-0.185
299,4275.03,0.363,0.567,1.0,1.0,0.0,-4274.84,4.321,-0.24
300,4278.933,0.999,0.562,1.0,3.0,0.0,-4277.938,4.3,-0.284
301,4279.115,0.98,0.396,3.0,11.0,0.0,-4278.803,4.281,-0.33
302,4278.57,0.978,0.563,2.0,3.0,0.0,-4277.667,4.216,-0.213
303,4278.993,0.986,0.567,2.0,3.0,0.0,-4274.28,4.292,-0.342
304,4278.808,0.993,0.562,2.0,7.0,0.0,-4278.053,4.228,-0.267
305,4278.136,0.97,0.396,2.0,7.0,0.0,-4277.048,4.322,-0.38
306,4279.52,0.965,0.563,2.0,5.0,0.0,-4277.624,4.276,-0.281
307,4278.724,0.916,0.567,1.0,3.0,0.0,-4278.401,4.275,-0.337
308,4278.968,0.938,0.562,2.0,3.0,0.0,-4278.293,4.252,-0.233
309,4275.066,0.95,0.396,2.0,7.0,0.0,-4273.98,4.393,-0.423
310,4278.969,0.866,0.563,3.0,7.0,0.0,-4278.31,4.274,-0.329
311,4278.038,0.96,0.567,2.0,5.0,0.0,-4277.031,4.297,-0.371
312,4279.038,0.986,0.562,2.0,7.0,0.0,-4278.197,4.298,-0.343
313,4272.942,0.68,0.396,1.0,3.0,0.0,-4270.445,4.376,-0.485
314,4278.981,0.986,0.563,3.0,7.0,0.0,-4278.526,4.298,-0.345
315,4278.038,0.681,0.567,1.0,3.0,0.0,-4275.939,4.297,-0.371
316,4278.381,0.957,0.562,3.0,7.0,0.0,-4278.36,4.21,-0.243
317,4273.711,1.0,0.396,3.0,7.0,0.0,-4272.325,4.41,-0.443
318,4278.586,0.877,0.563,2.0,7.0,0.0,-4277.466,4.279,-0.246
319,4277.191,0.97,0.567,2.0,3.0,0.0,-4276.958,4.355,-0.343
320,4279.182,1.0,0.562,2.0,3.0,0.0,-4278.474,4.249,-0.24
321,4279.412,1.0,0.396,4.0,15.0,0.0,-4273.796,4.283,-0.317
322,4277.918,0.981,0.563,2.0,7.0,0.0,-4277.736,4.287,-0.367
323,4277.691,0.967,0.567,4.0,15.0,0.0,-4276.583,4.193,-0.188
