draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
23421,6438.016,0.956,0.405,2.0,7.0,0.0,-6435.596,4.313,0.143
23422,6437.29,0.859,0.406,2.0,3.0,0.0,-6437.01,4.337,0.147
23423,6435.628,1.0,0.459,1.0,1.0,0.0,-6434.706,4.352,0.158
23424,6437.994,0.748,0.49,2.0,3.0,0.0,-6435.633,4.309,0.14
23425,6437.813,0.969,0.405,2.0,7.0,0.0,-6437.728,4.313,0.16
23426,6437.032,0.999,0.406,2.0,7.0,0.0,-6436.574,4.267,0.163
23427,6437.817,1.0,0.459,2.0,3.0,0.0,-6435.809,4.303,0.136
23428,6437.786,0.874,0.49,2.0,3.0,0.0,-6437.303,4.317,0.157
23429,6437.971,0.988,0.405,2.0,3.0,0.0,-6437.716,4.308,0.155
23430,6437.304,1.0,0.406,2.0,3.0,0.0,-6437.038,4.272,0.165
23431,6437.193,0.981,0.459,4.0,15.0,0.0,-6436.581,4.341,0.084
23432,6437.995,0.964,0.49,2.0,7.0,0.0,-6437.55,4.321,0.134
23433,6436.387,0.944,0.405,3.0,9.0,0.0,-6436.025,4.368,0.054
23434,6437.976,1.0,0.406,3.0,11.0,0.0,-6437.189,4.302,0.157
23435,6437.129,0.996,0.459,2.0,3.0,0.0,-6436.914,4.366,0.087
23436,6436.474,0.527,0.49,2.0,3.0,0.0,-6435.223,4.357,0.136
23437,6436.602,0.924,0.405,2.0,3.0,0.0,-6435.987,4.38,0.075
23438,6437.993,0.998,0.406,3.0,11.0,0.0,-6437.955,4.319,0.132
23439,6436.796,0.987,0.459,2.0,3.0,0.0,-6436.681,4.375,0.073
23440,6435.115,0.634,0.49,1.0,1.0,0.0,-6434.798,4.362,0.151
23441,6437.36,0.956,0.405,3.0,7.0,0.0,-6435.08,4.359,0.095
23442,6436.577,0.696,0.406,2.0,3.0,0.0,-6435.914,4.336,0.163
23443,6437.716,0.95,0.459,3.0,7.0,0.0,-6436.416,4.335,0.105
23444,6434.137,1.0,0.49,2.0,3.0,0.0,-6433.615,4.359,0.025
23445,6437.772,0.964,0.405,2.0,7.0,0.0,-6435.568,4.3,0.137
23446,6436.376,0.959,0.406,2.0,7.0,0.0,-6435.552,4.271,0.142
23447,6437.868,0.978,0.459,2.0,7.0,0.0,-6436.081,4.291,0.168
23448,6437.396,1.0,0.49,3.0,7.0,0.0,-6433.724,4.271,0.198
23449,6437.772,0.692,0.405,1.0,3.0,0.0,-6436.029,4.3,0.137
23450,6436.983,1.0,0.406,1.0,1.0,0.0,-6436.415,4.277,0.146
23451,6437.993,0.887,0.459,2.0,3.0,0.0,-6437.15,4.311,0.15
23452,6438.003,0.992,0.49,2.0,7.0,0.0,-6436.775,4.308,0.151
23453,6437.16,0.889,0.405,2.0,7.0,0.0,-6435.952,4.28,0.204
23454,6433.767,0.737,0.406,2.0,7.0,0.0,-6433.441,4.348,0.184
23455,6436.757,0.908,0.459,4.0,15.0,0.0,-6434.939,4.366,0.065
23456,6437.164,0.869,0.49,3.0,11.0,0.0,-6435.712,4.295,0.194
23457,6437.547,0.894,0.405,2.0,3.0,0.0,-6436.19,4.278,0.163
23458,6437.832,0.979,0.406,1.0,3.0,0.0,-6434.191,4.315,0.157
23459,6437.564,1.0,0.459,2.0,3.0,0.0,-6436.691,4.35,0.099
23460,6437.557,1.0,0.49,1.0,3.0,0.0,-6437.065,4.276,0.19
23461,6437.757,0.993,0.405,2.0,7.0,0.0,-6436.123,4.335,0.134
23462,6437.127,0.996,0.406,3.0,11.0,0.0,-6436.941,4.257,0.2
23463,6437.357,0.869,0.459,2.0,7.0,0.0,-6435.297,4.287,0.14
23464,6437.439,0.998,0.49,3.0,7.0,0.0,-6437.337,4.269,0.191
23465,6437.647,0.934,0.405,3.0,11.0,0.0,-6436.284,4.302,0.176
23466,6435.97,0.743,0.406,3.0,7.0,0.0,-6432.907,4.341,0.061
23467,6437.185,0.994,0.459,3.0,7.0,0.0,-6436.796,4.26,0.188
23468,6437.531,0.946,0.49,2.0,3.0,0.0,-6437.061,4.272,0.185
23469,6437.246,0.985,0.405,3.0,11.0,0.0,-6436.897,4.335,0.089
