draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
309,9759.444,0.991,0.691,2.0,3.0,0.0,-9759.068,4.601,-0.296
310,9758.868,0.759,0.753,1.0,3.0,0.0,-9756.951,4.615,-0.296
311,9758.714,0.982,0.664,1.0,1.0,0.0,-9758.568,4.595,-0.383
312,9757.406,0.79,0.731,1.0,3.0,0.0,-9755.87,4.571,-0.23
313,9759.672,0.993,0.691,3.0,7.0,0.0,-9759.372,4.596,-0.308
314,9758.507,0.993,0.753,3.0,7.0,0.0,-9758.449,4.569,-0.325
315,9758.932,1.0,0.664,2.0,3.0,0.0,-9758.639,4.594,-0.375
316,9756.091,0.93,0.731,2.0,3.0,0.0,-9756.04,4.577,-0.204
317,9758.54,0.858,0.691,2.0,3.0,0.0,-9758.256,4.612,-0.28
318,9758.971,0.904,0.753,2.0,7.0,0.0,-9756.803,4.6,-0.382
319,9758.683,0.962,0.664,1.0,1.0,0.0,-9758.561,4.596,-0.386
320,9757.077,1.0,0.731,3.0,7.0,0.0,-9755.816,4.611,-0.436
321,9758.698,1.0,0.691,1.0,1.0,0.0,-9758.384,4.613,-0.285
322,9757.911,0.932,0.753,2.0,7.0,0.0,-9757.805,4.64,-0.347
323,9759.677,1.0,0.664,2.0,3.0,0.0,-9758.794,4.609,-0.347
324,9757.474,1.0,0.731,1.0,1.0,0.0,-9756.964,4.614,-0.43
325,9758.299,0.996,0.691,2.0,7.0,0.0,-9758.278,4.6,-0.401
326,9757.582,0.998,0.753,2.0,3.0,0.0,-9756.792,4.624,-0.428
