draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
186,9569.723,0.9,0.614,2.0,7.0,0.0,-9568.676,4.16,-0.191
187,9571.115,0.979,0.735,2.0,3.0,0.0,-9571.07,4.184,-0.247
188,9570.036,0.862,0.726,2.0,3.0,0.0,-9567.424,4.154,-0.198
189,9570.596,0.971,0.569,1.0,1.0,0.0,-9570.541,4.175,-0.293
190,9570.896,0.899,0.614,2.0,3.0,0.0,-9567.888,4.16,-0.253
191,9570.538,0.953,0.735,2.0,3.0,0.0,-9570.224,4.152,-0.221
192,9567.68,0.744,0.726,2.0,3.0,0.0,-9566.782,4.137,-0.157
193,9570.056,0.994,0.569,2.0,7.0,0.0,-9569.944,4.212,-0.287
194,9570.305,0.9,0.614,2.0,3.0,0.0,-9570.224,4.188,-0.228
195,9569.63,0.729,0.735,2.0,3.0,0.0,-9569.175,4.174,-0.198
196,9569.928,0.999,0.726,2.0,7.0,0.0,-9567.251,4.197,-0.322
197,9570.296,1.0,0.569,1.0,1.0,0.0,-9570.053,4.209,-0.29
198,9569.384,0.643,0.614,2.0,3.0,0.0,-9566.205,4.195,-0.22
199,9568.782,0.846,0.735,2.0,3.0,0.0,-9567.975,4.174,-0.327
200,9570.513,0.843,0.726,2.0,3.0,0.0,-9568.649,4.18,-0.301
201,9569.595,0.99,0.569,3.0,7.0,0.0,-9569.139,4.199,-0.33
202,9570.468,1.0,0.614,1.0,1.0,0.0,-9569.612,4.187,-0.23
203,9568.403,0.858,0.735,1.0,1.0,0.0,-9567.673,4.168,-0.325
204,9569.601,0.964,0.726,2.0,7.0,0.0,-9568.421,4.203,-0.33
205,9569.617,0.98,0.569,2.0,3.0,0.0,-9569.11,4.213,-0.321
206,9569.715,0.941,0.614,2.0,7.0,0.0,-9567.99,4.213,-0.318
207,9571.284,0.975,0.735,2.0,3.0,0.0,-9568.29,4.174,-0.253
208,9571.05,0.989,0.726,3.0,7.0,0.0,-9569.063,4.164,-0.257
209,9571.133,0.938,0.569,3.0,7.0,0.0,-9568.765,4.187,-0.255
210,9569.201,0.967,0.614,2.0,3.0,0.0,-9568.803,4.217,-0.329
211,9570.712,0.953,0.735,2.0,3.0,0.0,-9570.675,4.155,-0.226
212,9569.23,0.789,0.726,2.0,7.0,0.0,-9566.236,4.146,-0.182
213,9571.189,0.931,0.569,2.0,3.0,0.0,-9570.457,4.167,-0.247
214,9571.044,0.966,0.614,3.0,7.0,0.0,-9567.322,4.19,-0.285
215,9570.839,0.832,0.735,2.0,3.0,0.0,-9570.025,4.183,-0.235
216,9568.76,0.88,0.726,1.0,1.0,0.0,-9568.625,4.151,-0.173
217,9571.214,0.995,0.569,2.0,7.0,0.0,-9571.075,4.183,-0.253
218,9571.203,0.983,0.614,1.0,3.0,0.0,-9570.797,4.187,-0.264
219,9570.839,0.765,0.735,1.0,1.0,0.0,-9570.226,4.183,-0.235
220,9571.008,0.935,0.726,2.0,7.0,0.0,-9568.223,4.169,-0.272
221,9570.435,0.886,0.569,2.0,3.0,0.0,-9570.107,4.196,-0.244
222,9571.236,0.895,0.614,2.0,3.0,0.0,-9570.469,4.173,-0.263
223,9571.252,1.0,0.735,1.0,3.0,0.0,-9570.837,4.184,-0.26
224,9571.121,0.93,0.726,2.0,3.0,0.0,-9570.424,4.175,-0.275
225,9569.482,0.82,0.569,1.0,1.0,0.0,-9569.425,4.205,-0.241
226,9570.524,0.976,0.614,2.0,7.0,0.0,-9570.517,4.204,-0.295
227,9570.592,0.884,0.735,2.0,3.0,0.0,-9570.293,4.204,-0.289
228,9569.007,0.745,0.726,2.0,3.0,0.0,-9568.653,4.208,-0.237
229,9566.702,0.555,0.569,1.0,1.0,0.0,-9566.619,4.222,-0.232
230,9570.768,0.883,0.614,2.0,3.0,0.0,-9569.387,4.19,-0.298
231,9569.622,0.705,0.735,2.0,5.0,0.0,-9568.053,4.146,-0.263
232,9570.023,1.0,0.726,2.0,3.0,0.0,-9569.102,4.203,-0.25
233,9570.574,0.913,0.569,2.0,3.0,0.0,-9565.67,4.203,-0.274
234,9570.218,0.877,0.614,2.0,5.0,0.0,-9569.589,4.193,-0.234
235,9569.969,0.879,0.735,2.0,3.0,0.0,-9567.967,4.146,-0.203
236,9571.239,0.997,0.726,3.0,7.0,0.0,-9570.038,4.184,-0.26
237,9570.188,0.979,0.569,2.0,3.0,0.0,-9570.158,4.208,-0.274
238,9570.734,0.97,0.614,1.0,3.0,0.0,-9569.033,4.167,-0.218
239,9569.983,0.869,0.735,2.0,3.0,0.0,-9569.076,4.169,-0.201
240,9569.992,0.707,0.726,1.0,3.0,0.0,-9569.517,4.167,-0.296
241,9569.557,0.98,0.569,2.0,7.0,0.0,-9568.19,4.217,-0.313
242,9571.094,0.856,0.614,2.0,5.0,0.0,-9569.748,4.176,-0.277
243,9569.996,0.99,0.735,2.0,3.0,0.0,-9569.226,4.148,-0.255
244,9571.155,0.977,0.726,2.0,3.0,0.0,-9570.021,4.175,-0.24
245,9570.385,0.968,0.569,2.0,5.0,0.0,-9568.418,4.148,-0.231
246,9571.132,0.97,0.614,2.0,3.0,0.0,-9570.797,4.182,-0.246
247,9569.452,1.0,0.735,2.0,3.0,0.0,-9569.195,4.157,-0.186
248,9570.934,0.974,0.726,2.0,3.0,0.0,-9570.89,4.182,-0.237
249,9570.772,0.967,0.569,3.0,7.0,0.0,-9569.166,4.159,-0.222
250,9571.134,0.988,0.614,3.0,7.0,0.0,-9570.346,4.186,-0.253
251,9571.107,1.0,0.735,2.0,3.0,0.0,-9569.518,4.173,-0.273
252,9569.822,0.91,0.726,2.0,7.0,0.0,-9569.798,4.144,-0.25
253,9570.899,0.901,0.569,2.0,3.0,0.0,-9569.86,4.158,-0.24
254,9570.938,0.994,0.614,2.0,5.0,0.0,-9570.707,4.159,-0.236
255,9571.282,0.999,0.735,3.0,7.0,0.0,-9571.092,4.182,-0.264
256,9569.822,0.555,0.726,1.0,3.0,0.0,-9567.037,4.144,-0.25
257,9570.412,0.907,0.569,2.0,3.0,0.0,-9569.763,4.167,-0.209
258,9571.225,0.999,0.614,2.0,7.0,0.0,-9570.776,4.169,-0.248
259,9571.097,0.951,0.735,2.0,3.0,0.0,-9570.984,4.191,-0.269
260,9569.724,0.987,0.726,2.0,7.0,0.0,-9568.063,4.216,-0.285
261,9568.794,0.898,0.569,2.0,3.0,0.0,-9568.557,4.167,-0.18
262,9570.906,0.964,0.614,2.0,3.0,0.0,-9570.808,4.158,-0.244
263,9570.535,0.895,0.735,2.0,3.0,0.0,-9570.324,4.178,-0.299
264,9570.122,0.952,0.726,2.0,5.0,0.0,-9568.97,4.159,-0.28
265,9570.451,1.0,0.569,2.0,3.0,0.0,-9568.778,4.154,-0.212
266,9568.764,0.933,0.614,2.0,7.0,0.0,-9568.628,4.144,-0.173
267,9570.239,0.91,0.735,1.0,1.0,0.0,-9570.074,4.176,-0.303
268,9571.2,0.945,0.726,1.0,3.0,0.0,-9569.901,4.178,-0.245
269,9569.52,0.778,0.569,3.0,7.0,0.0,-9567.01,4.149,-0.274
270,9568.764,0.978,0.614,1.0,1.0,0.0,-9568.179,4.144,-0.173
271,9568.915,0.656,0.735,1.0,1.0,0.0,-9568.766,4.168,-0.317
272,9571.2,0.685,0.726,1.0,3.0,0.0,-9569.973,4.178,-0.245
273,9570.482,0.989,0.569,2.0,7.0,0.0,-9568.369,4.205,-0.295
274,9570.071,0.905,0.614,1.0,3.0,0.0,-9567.446,4.143,-0.228
275,9570.513,1.0,0.735,2.0,3.0,0.0,-9569.023,4.179,-0.22
276,9571.049,0.894,0.726,2.0,3.0,0.0,-9570.525,4.173,-0.276
277,9570.81,0.994,0.569,2.0,7.0,0.0,-9570.32,4.182,-0.294
278,9570.123,1.0,0.614,2.0,3.0,0.0,-9569.708,4.155,-0.2
279,9570.756,0.998,0.735,1.0,3.0,0.0,-9570.148,4.159,-0.221
280,9571.219,1.0,0.726,2.0,3.0,0.0,-9571.09,4.181,-0.251
281,9570.791,0.992,0.569,2.0,7.0,0.0,-9570.31,4.168,-0.221
282,9570.934,1.0,0.614,2.0,3.0,0.0,-9569.883,4.159,-0.24
283,9570.604,0.943,0.735,2.0,3.0,0.0,-9569.764,4.152,-0.225
284,9569.912,0.833,0.726,2.0,3.0,0.0,-9569.715,4.151,-0.269
285,9571.201,1.0,0.569,2.0,3.0,0.0,-9570.791,4.171,-0.242
286,9570.978,1.0,0.614,1.0,1.0,0.0,-9570.921,4.16,-0.238
287,9568.249,0.512,0.735,1.0,3.0,0.0,-9567.696,4.14,-0.279
288,9570.621,0.891,0.726,1.0,3.0,0.0,-9568.901,4.168,-0.215
289,9571.001,0.963,0.569,3.0,7.0,0.0,-9570.654,4.182,-0.24
290,9570.316,0.946,0.614,1.0,3.0,0.0,-9569.85,4.151,-0.21
291,9569.484,1.0,0.735,2.0,3.0,0.0,-9568.492,4.178,-0.199
292,9570.53,0.975,0.726,2.0,7.0,0.0,-9569.664,4.182,-0.302
293,9570.521,0.936,0.569,2.0,7.0,0.0,-9568.458,4.155,-0.214
294,9571.287,0.999,0.614,2.0,7.0,0.0,-9570.312,4.181,-0.264
295,9569.281,0.706,0.735,2.0,3.0,0.0,-9564.68,4.171,-0.315
296,9571.047,0.904,0.726,2.0,3.0,0.0,-9569.646,4.192,-0.262
297,9569.212,0.75,0.569,2.0,3.0,0.0,-9568.604,4.182,-0.199
298,9571.222,0.982,0.614,1.0,3.0,0.0,-9571.187,4.183,-0.255
299,9570.839,0.917,0.735,2.0,3.0,0.0,-9569.134,4.191,-0.249
300,9569.09,0.934,0.726,3.0,7.0,0.0,-9568.392,4.136,-0.189
301,9571.06,0.896,0.569,2.0,7.0,0.0,-9563.777,4.19,-0.284
302,9570.953,0.93,0.614,2.0,7.0,0.0,-9570.52,4.159,-0.24
303,9571.19,0.973,0.735,2.0,3.0,0.0,-9570.632,4.185,-0.277
