draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
249,4337.896,0.712,0.606,1.0,1.0,0.0,-4336.541,3.453,0.024
250,4339.146,0.876,0.579,2.0,7.0,0.0,-4337.679,3.514,0.027
251,4336.68,0.647,0.756,3.0,7.0,0.0,-4333.697,3.564,0.005
252,4339.706,0.96,0.653,3.0,7.0,0.0,-4339.491,3.547,-0.055
253,4339.412,0.998,0.606,2.0,7.0,0.0,-4337.783,3.546,-0.027
254,4338.719,0.896,0.579,1.0,3.0,0.0,-4336.341,3.47,0.042
255,4339.301,1.0,0.756,1.0,1.0,0.0,-4337.53,3.548,-0.027
256,4339.952,1.0,0.653,2.0,3.0,0.0,-4339.725,3.528,-0.065
257,4339.109,0.832,0.606,2.0,3.0,0.0,-4337.475,3.481,-0.028
258,4340.094,0.985,0.579,2.0,7.0,0.0,-4338.203,3.518,-0.017
259,4339.626,1.0,0.756,1.0,1.0,0.0,-4339.293,3.545,-0.038
260,4339.871,0.779,0.653,2.0,5.0,0.0,-4338.464,3.496,0.001
261,4339.24,0.785,0.606,2.0,7.0,0.0,-4336.832,3.529,0.008
262,4339.907,0.854,0.579,2.0,3.0,0.0,-4338.973,3.503,-0.038
263,4340.067,1.0,0.756,2.0,3.0,0.0,-4339.634,3.511,-0.041
264,4339.833,0.971,0.653,2.0,3.0,0.0,-4339.628,3.493,-0.014
265,4340.159,0.984,0.606,2.0,3.0,0.0,-4339.079,3.523,-0.036
266,4340.14,1.0,0.579,2.0,7.0,0.0,-4339.905,3.525,-0.034
267,4339.667,0.707,0.756,2.0,3.0,0.0,-4338.429,3.51,-0.062
268,4339.784,0.992,0.653,2.0,3.0,0.0,-4339.533,3.503,0.011
269,4339.998,0.942,0.606,3.0,7.0,0.0,-4338.96,3.518,-0.056
270,4338.819,0.832,0.579,2.0,7.0,0.0,-4338.254,3.519,0.031
271,4337.821,0.776,0.756,2.0,3.0,0.0,-4337.698,3.486,-0.076
272,4340.151,0.979,0.653,3.0,7.0,0.0,-4338.697,3.518,-0.024
