draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
242,11327.655,0.959,0.673,2.0,3.0,0.0,-11326.678,4.596,-1.061
243,11326.216,0.923,0.728,3.0,7.0,0.0,-11325.954,4.635,-1.097
244,11326.353,0.951,0.656,1.0,1.0,0.0,-11326.247,4.583,-1.02
245,11327.362,0.989,0.646,2.0,5.0,0.0,-11326.598,4.618,-1.084
246,11327.601,0.959,0.673,1.0,3.0,0.0,-11327.173,4.608,-1.071
247,11327.072,0.903,0.728,3.0,7.0,0.0,-11325.462,4.585,-1.096
248,11325.763,0.962,0.656,3.0,7.0,0.0,-11325.671,4.588,-1.011
249,11326.733,0.892,0.646,2.0,3.0,0.0,-11326.014,4.629,-1.093
250,11327.289,0.963,0.673,3.0,7.0,0.0,-11326.88,4.617,-1.076
251,11327.833,0.97,0.728,2.0,3.0,0.0,-11326.953,4.603,-1.08
252,11325.603,1.0,0.656,2.0,3.0,0.0,-11324.954,4.558,-1.035
253,11327.167,1.0,0.646,1.0,1.0,0.0,-11326.804,4.624,-1.097
254,11327.765,0.984,0.673,1.0,3.0,0.0,-11327.206,4.606,-1.098
255,11327.204,0.912,0.728,2.0,3.0,0.0,-11327.084,4.598,-1.115
256,11327.23,1.0,0.656,2.0,3.0,0.0,-11325.421,4.597,-1.046
257,11327.018,0.838,0.646,2.0,7.0,0.0,-11325.844,4.606,-1.127
258,11327.334,0.964,0.673,3.0,7.0,0.0,-11327.251,4.581,-1.067
259,11326.727,0.95,0.728,2.0,7.0,0.0,-11325.071,4.627,-1.134
260,11327.834,0.998,0.656,2.0,3.0,0.0,-11327.199,4.599,-1.078
261,11327.757,0.993,0.646,3.0,7.0,0.0,-11326.183,4.608,-1.083
262,11327.431,1.0,0.673,2.0,7.0,0.0,-11327.149,4.619,-1.095
263,11326.991,0.86,0.728,2.0,3.0,0.0,-11325.909,4.622,-1.08
264,11327.783,0.984,0.656,2.0,7.0,0.0,-11327.546,4.608,-1.087
265,11327.677,0.938,0.646,2.0,7.0,0.0,-11327.087,4.59,-1.067
266,11326.574,0.974,0.673,2.0,7.0,0.0,-11326.437,4.628,-1.137
267,11326.402,0.868,0.728,2.0,3.0,0.0,-11324.856,4.636,-1.12
268,11327.837,0.994,0.656,2.0,7.0,0.0,-11327.57,4.599,-1.079
269,11327.781,0.999,0.646,2.0,3.0,0.0,-11327.663,4.594,-1.076
270,11327.587,0.942,0.673,1.0,3.0,0.0,-11325.573,4.616,-1.095
271,11327.338,1.0,0.728,2.0,3.0,0.0,-11326.465,4.61,-1.12
272,11327.827,0.999,0.656,2.0,3.0,0.0,-11327.816,4.598,-1.077
273,11327.12,0.958,0.646,3.0,7.0,0.0,-11326.911,4.61,-1.127
274,11327.269,0.96,0.673,2.0,5.0,0.0,-11326.511,4.582,-1.048
275,11327.596,1.0,0.728,2.0,3.0,0.0,-11327.262,4.613,-1.084
276,11327.846,0.99,0.656,2.0,3.0,0.0,-11327.766,4.601,-1.082
277,11327.661,0.999,0.646,2.0,3.0,0.0,-11327.115,4.611,-1.105
278,11327.824,0.943,0.673,1.0,3.0,0.0,-11326.104,4.598,-1.085
279,11326.821,0.85,0.728,1.0,3.0,0.0,-11326.71,4.617,-1.062
280,11327.636,0.969,0.656,2.0,3.0,0.0,-11327.588,4.591,-1.084
281,11327.554,0.969,0.646,2.0,7.0,0.0,-11326.952,4.586,-1.073
282,11327.716,0.821,0.673,2.0,3.0,0.0,-11326.595,4.611,-1.089
283,11327.52,1.0,0.728,1.0,1.0,0.0,-11327.002,4.611,-1.072
284,11327.387,0.938,0.656,1.0,1.0,0.0,-11327.37,4.588,-1.091
285,11327.654,0.996,0.646,2.0,7.0,0.0,-11327.437,4.605,-1.068
286,11327.437,0.929,0.673,1.0,3.0,0.0,-11327.259,4.611,-1.069
287,11327.617,0.981,0.728,1.0,3.0,0.0,-11326.984,4.614,-1.103
288,11327.238,0.769,0.656,2.0,3.0,0.0,-11326.098,4.612,-1.065
289,11325.435,0.866,0.646,2.0,7.0,0.0,-11324.426,4.628,-1.164
290,11327.049,0.961,0.673,2.0,7.0,0.0,-11326.777,4.606,-1.05
291,11327.819,0.984,0.728,3.0,7.0,0.0,-11327.486,4.603,-1.092
292,11327.39,0.993,0.656,2.0,5.0,0.0,-11326.779,4.615,-1.118
293,11325.655,0.996,0.646,3.0,7.0,0.0,-11323.987,4.644,-1.129
294,11326.611,0.982,0.673,3.0,7.0,0.0,-11326.404,4.573,-1.078
295,11327.751,0.99,0.728,2.0,7.0,0.0,-11327.719,4.603,-1.071
296,11327.474,0.998,0.656,2.0,3.0,0.0,-11327.332,4.61,-1.115
297,11326.029,1.0,0.646,2.0,3.0,0.0,-11325.256,4.63,-1.152
298,11327.84,0.995,0.673,2.0,7.0,0.0,-11326.539,4.604,-1.084
299,11326.312,0.721,0.728,1.0,3.0,0.0,-11325.95,4.624,-1.064
300,11327.327,0.909,0.656,2.0,5.0,0.0,-11326.543,4.588,-1.046
