draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
183,15224.214,1.0,0.483,2.0,7.0,0.0,-15222.141,4.61,-0.424
184,15224.075,0.924,0.552,2.0,3.0,0.0,-15222.335,4.613,-0.447
185,15224.238,0.998,0.535,2.0,3.0,0.0,-15223.873,4.597,-0.433
186,15223.995,0.935,0.615,2.0,5.0,0.0,-15223.27,4.613,-0.42
187,15224.406,0.999,0.483,2.0,3.0,0.0,-15224.194,4.604,-0.424
188,15224.336,0.985,0.552,2.0,7.0,0.0,-15223.919,4.598,-0.411
189,15224.426,0.996,0.535,3.0,7.0,0.0,-15224.118,4.599,-0.42
190,15224.327,0.996,0.615,3.0,7.0,0.0,-15223.911,4.607,-0.423
191,15223.939,0.89,0.483,2.0,3.0,0.0,-15223.542,4.598,-0.442
192,15224.336,0.668,0.552,1.0,3.0,0.0,-15223.109,4.598,-0.411
193,15224.406,0.984,0.535,2.0,5.0,0.0,-15224.312,4.604,-0.427
194,15223.167,0.856,0.615,2.0,7.0,0.0,-15222.731,4.574,-0.417
195,15222.58,0.92,0.483,2.0,7.0,0.0,-15221.036,4.588,-0.37
196,15224.14,0.882,0.552,2.0,3.0,0.0,-15223.641,4.595,-0.433
197,15223.857,0.898,0.535,3.0,15.0,0.0,-15221.286,4.591,-0.392
198,15222.077,0.766,0.615,1.0,1.0,0.0,-15221.959,4.566,-0.42
199,15223.527,0.991,0.483,2.0,7.0,0.0,-15222.391,4.578,-0.417
200,15224.31,1.0,0.552,2.0,3.0,0.0,-15224.185,4.603,-0.415
201,15224.309,0.997,0.535,2.0,7.0,0.0,-15223.379,4.601,-0.434
202,15223.333,1.0,0.615,1.0,1.0,0.0,-15222.336,4.574,-0.415
203,15222.966,0.996,0.483,3.0,7.0,0.0,-15222.703,4.586,-0.374
204,15224.279,0.828,0.552,2.0,3.0,0.0,-15223.175,4.59,-0.406
205,15224.329,0.998,0.535,3.0,11.0,0.0,-15224.189,4.6,-0.412
206,15223.203,0.994,0.615,2.0,3.0,0.0,-15223.018,4.594,-0.383
207,15221.351,0.975,0.483,2.0,3.0,0.0,-15220.617,4.55,-0.359
208,15223.24,0.812,0.552,2.0,3.0,0.0,-15222.773,4.59,-0.381
209,15223.715,0.885,0.535,4.0,15.0,0.0,-15222.382,4.59,-0.388
210,15223.963,1.0,0.615,2.0,3.0,0.0,-15223.359,4.592,-0.395
211,15222.039,1.0,0.483,2.0,3.0,0.0,-15221.2,4.559,-0.361
212,15223.513,0.974,0.552,2.0,5.0,0.0,-15222.313,4.597,-0.449
213,15223.377,0.938,0.535,1.0,1.0,0.0,-15223.348,4.591,-0.383
214,15222.882,0.979,0.615,2.0,3.0,0.0,-15222.81,4.564,-0.385
215,15223.939,0.912,0.483,3.0,7.0,0.0,-15221.051,4.587,-0.427
216,15220.894,0.474,0.552,1.0,1.0,0.0,-15220.881,4.587,-0.466
217,15222.963,0.896,0.535,1.0,1.0,0.0,-15222.838,4.595,-0.38
218,15223.713,0.971,0.615,2.0,7.0,0.0,-15222.033,4.606,-0.403
219,15224.117,0.963,0.483,2.0,3.0,0.0,-15223.47,4.592,-0.43
220,15223.854,0.998,0.552,2.0,3.0,0.0,-15220.548,4.622,-0.444
221,15223.243,1.0,0.535,2.0,7.0,0.0,-15222.712,4.596,-0.452
222,15223.969,1.0,0.615,1.0,1.0,0.0,-15223.705,4.603,-0.405
223,15223.158,0.931,0.483,2.0,7.0,0.0,-15222.124,4.575,-0.421
224,15223.35,0.896,0.552,2.0,3.0,0.0,-15223.304,4.627,-0.435
225,15223.848,0.943,0.535,2.0,3.0,0.0,-15222.456,4.609,-0.453
226,15223.969,0.652,0.615,1.0,3.0,0.0,-15221.635,4.603,-0.405
227,15224.242,1.0,0.483,2.0,3.0,0.0,-15223.361,4.594,-0.404
228,15224.344,0.973,0.552,2.0,3.0,0.0,-15223.278,4.606,-0.434
229,15223.94,0.967,0.535,3.0,7.0,0.0,-15223.482,4.615,-0.423
230,15222.905,0.745,0.615,1.0,1.0,0.0,-15222.889,4.608,-0.394
231,15224.384,0.965,0.483,2.0,7.0,0.0,-15223.259,4.599,-0.427
232,15222.14,0.571,0.552,1.0,3.0,0.0,-15221.888,4.589,-0.456
233,15224.293,0.999,0.535,2.0,7.0,0.0,-15223.705,4.591,-0.42
234,15223.938,1.0,0.615,1.0,1.0,0.0,-15223.148,4.604,-0.406
235,15224.063,0.899,0.483,1.0,3.0,0.0,-15223.677,4.608,-0.414
236,15221.67,0.98,0.552,2.0,3.0,0.0,-15221.372,4.635,-0.422
237,15224.134,0.967,0.535,2.0,7.0,0.0,-15222.979,4.602,-0.44
238,15224.037,0.987,0.615,3.0,7.0,0.0,-15223.232,4.588,-0.396
239,15222.41,0.959,0.483,4.0,15.0,0.0,-15220.729,4.568,-0.362
240,15221.232,0.963,0.552,2.0,3.0,0.0,-15220.583,4.637,-0.422
241,15223.55,0.871,0.535,2.0,5.0,0.0,-15222.309,4.577,-0.414
242,15224.037,0.827,0.615,1.0,3.0,0.0,-15222.888,4.588,-0.396
243,15222.427,0.999,0.483,3.0,7.0,0.0,-15222.039,4.562,-0.367
244,15223.123,1.0,0.552,2.0,3.0,0.0,-15221.632,4.606,-0.463
245,15223.527,0.979,0.535,1.0,3.0,0.0,-15222.442,4.573,-0.389
246,15223.941,0.946,0.615,2.0,7.0,0.0,-15223.015,4.601,-0.445
247,15218.979,0.718,0.483,2.0,3.0,0.0,-15218.692,4.536,-0.384
248,15223.622,0.959,0.552,3.0,7.0,0.0,-15222.444,4.619,-0.424
249,15224.332,0.978,0.535,2.0,3.0,0.0,-15223.344,4.592,-0.409
250,15223.522,0.829,0.615,1.0,3.0,0.0,-15222.568,4.619,-0.42
251,15219.963,0.981,0.483,3.0,7.0,0.0,-15215.698,4.66,-0.477
252,15223.106,0.962,0.552,2.0,7.0,0.0,-15222.3,4.572,-0.414
253,15224.409,0.999,0.535,3.0,7.0,0.0,-15224.307,4.604,-0.425
254,15221.629,0.9,0.615,2.0,7.0,0.0,-15220.849,4.553,-0.388
255,15223.16,0.937,0.483,2.0,3.0,0.0,-15217.499,4.628,-0.467
256,15224.156,0.385,0.552,2.0,3.0,0.0,-15213.719,4.595,-0.432
257,15224.263,0.99,0.535,2.0,7.0,0.0,-15224.013,4.588,-0.409
258,15221.224,0.685,0.615,2.0,3.0,0.0,-15219.234,4.57,-0.347
259,15223.2,0.972,0.483,2.0,3.0,0.0,-15222.811,4.62,-0.469
260,15224.071,0.863,0.552,2.0,3.0,0.0,-15223.15,4.602,-0.443
261,15223.839,0.921,0.535,2.0,3.0,0.0,-15223.733,4.583,-0.421
262,15223.429,0.97,0.615,3.0,7.0,0.0,-15221.013,4.574,-0.382
263,15223.807,0.974,0.483,2.0,3.0,0.0,-15222.843,4.61,-0.454
264,15223.378,0.917,0.552,2.0,7.0,0.0,-15222.91,4.6,-0.39
265,15220.037,0.71,0.535,2.0,3.0,0.0,-15219.647,4.627,-0.392
266,15223.576,0.863,0.615,2.0,7.0,0.0,-15222.292,4.582,-0.426
267,15223.294,0.921,0.483,2.0,5.0,0.0,-15222.651,4.596,-0.451
268,15223.493,1.0,0.552,2.0,3.0,0.0,-15223.187,4.6,-0.392
269,15224.333,0.959,0.535,1.0,3.0,0.0,-15220.213,4.607,-0.423
270,15223.288,0.97,0.615,2.0,3.0,0.0,-15223.111,4.613,-0.406
271,15223.877,1.0,0.483,1.0,1.0,0.0,-15223.375,4.598,-0.443
272,15223.82,0.989,0.552,2.0,3.0,0.0,-15223.313,4.577,-0.402
273,15224.021,0.98,0.535,2.0,7.0,0.0,-15223.632,4.617,-0.431
274,15222.4,0.881,0.615,2.0,3.0,0.0,-15222.283,4.591,-0.457
275,15223.152,0.695,0.483,2.0,7.0,0.0,-15220.866,4.618,-0.411
276,15223.884,1.0,0.552,1.0,1.0,0.0,-15223.778,4.578,-0.404
277,15222.52,0.974,0.535,2.0,7.0,0.0,-15222.045,4.631,-0.48
278,15223.89,1.0,0.615,2.0,3.0,0.0,-15222.761,4.616,-0.424
279,15223.412,0.998,0.483,2.0,7.0,0.0,-15223.009,4.581,-0.427
280,15221.101,0.873,0.552,2.0,3.0,0.0,-15220.908,4.559,-0.345
281,15219.738,0.631,0.535,2.0,3.0,0.0,-15219.333,4.655,-0.446
282,15224.166,0.993,0.615,2.0,7.0,0.0,-15223.359,4.585,-0.409
283,15224.317,0.986,0.483,2.0,3.0,0.0,-15223.136,4.598,-0.43
284,15223.831,0.657,0.552,2.0,5.0,0.0,-15217.955,4.621,-0.451
285,15222.537,1.0,0.535,2.0,3.0,0.0,-15219.345,4.635,-0.437
286,15223.842,0.933,0.615,2.0,7.0,0.0,-15223.629,4.604,-0.404
287,15222.073,0.729,0.483,2.0,3.0,0.0,-15222.0,4.626,-0.41
288,15224.293,0.951,0.552,2.0,7.0,0.0,-15223.436,4.59,-0.416
289,15221.637,0.953,0.535,2.0,3.0,0.0,-15221.168,4.617,-0.488
290,15223.842,0.671,0.615,1.0,3.0,0.0,-15222.113,4.604,-0.404
291,15223.99,1.0,0.483,2.0,3.0,0.0,-15222.136,4.588,-0.427
292,15224.169,0.874,0.552,2.0,3.0,0.0,-15223.673,4.591,-0.427
293,15221.351,0.963,0.535,2.0,3.0,0.0,-15220.863,4.611,-0.487
294,15224.226,1.0,0.615,1.0,3.0,0.0,-15223.707,4.593,-0.403
295,15224.04,0.999,0.483,2.0,5.0,0.0,-15223.576,4.586,-0.396
296,15223.681,0.989,0.552,2.0,3.0,0.0,-15223.432,4.584,-0.385
297,15223.853,0.916,0.535,2.0,7.0,0.0,-15220.259,4.601,-0.447
298,15224.059,0.968,0.615,2.0,7.0,0.0,-15223.131,4.617,-0.444
299,15223.801,0.883,0.483,1.0,3.0,0.0,-15223.145,4.581,-0.416
300,15223.553,1.0,0.552,3.0,7.0,0.0,-15223.42,4.573,-0.394
301,15224.139,1.0,0.535,1.0,1.0,0.0,-15223.911,4.604,-0.442
302,15224.126,0.974,0.615,2.0,7.0,0.0,-15223.514,4.585,-0.401
303,15224.18,1.0,0.483,2.0,3.0,0.0,-15223.828,4.589,-0.401
304,15224.324,0.981,0.552,2.0,3.0,0.0,-15223.357,4.59,-0.414
305,15223.681,0.942,0.535,3.0,7.0,0.0,-15223.217,4.625,-0.449
306,15224.396,0.921,0.615,3.0,7.0,0.0,-15223.652,4.602,-0.429
307,15223.776,0.924,0.483,2.0,7.0,0.0,-15223.222,4.609,-0.408
308,15222.815,0.668,0.552,2.0,3.0,0.0,-15222.312,4.585,-0.444
309,15222.873,0.804,0.535,1.0,3.0,0.0,-15222.272,4.628,-0.426
310,15222.525,0.688,0.615,2.0,7.0,0.0,-15221.265,4.631,-0.427
311,15224.416,0.991,0.483,2.0,3.0,0.0,-15223.662,4.598,-0.417
312,15223.299,0.998,0.552,2.0,5.0,0.0,-15222.455,4.581,-0.43
313,15222.779,0.987,0.535,2.0,7.0,0.0,-15221.501,4.566,-0.407
314,15222.435,0.98,0.615,3.0,7.0,0.0,-15220.857,4.628,-0.419
315,15223.584,0.95,0.483,2.0,7.0,0.0,-15223.149,4.585,-0.384
316,15224.245,0.947,0.552,1.0,3.0,0.0,-15223.118,4.595,-0.405
317,15223.199,1.0,0.535,3.0,7.0,0.0,-15222.501,4.574,-0.376
318,15222.951,0.589,0.615,2.0,3.0,0.0,-15217.33,4.614,-0.402
319,15223.874,1.0,0.483,2.0,3.0,0.0,-15223.544,4.578,-0.404
320,15224.191,0.878,0.552,2.0,3.0,0.0,-15223.4,4.587,-0.403
321,15222.899,0.986,0.535,3.0,7.0,0.0,-15222.324,4.564,-0.383
322,15224.338,1.0,0.615,2.0,3.0,0.0,-15223.073,4.607,-0.425
323,15224.251,0.992,0.483,2.0,7.0,0.0,-15223.292,4.607,-0.418
324,15224.161,0.82,0.552,2.0,3.0,0.0,-15223.106,4.587,-0.417
325,15224.03,0.993,0.535,3.0,7.0,0.0,-15222.642,4.6,-0.403
326,15223.427,0.966,0.615,2.0,7.0,0.0,-15223.123,4.625,-0.463
327,15224.346,0.999,0.483,3.0,7.0,0.0,-15224.171,4.608,-0.43
328,15223.422,0.829,0.552,1.0,3.0,0.0,-15222.953,4.588,-0.439
